Province/State,Country/Region,Lat,Long,period,confirmed,location
"San Mateo, CA",US,37.563,-122.3255,1/22/20,0,"37.563,-122.3255"
"Sonoma County, CA",US,38.578,-122.9888,1/22/20,0,"38.578,-122.9888"
"Umatilla, OR",US,45.775,-118.7606,1/22/20,0,"45.775,-118.7606"
"Fulton County, GA",US,33.8034,-84.3963,1/22/20,0,"33.8034,-84.3963"
"Washington County, OR",US,45.547,-123.1386,1/22/20,0,"45.547,-123.1386"
"Snohomish County, WA",US,48.033,-121.8339,1/22/20,0,"48.033,-121.8339"
"Humboldt County, CA",US,40.745,-123.8695,1/22/20,0,"40.745,-123.8695"
"Sacramento County, CA",US,38.4747,-121.3542,1/22/20,0,"38.4747,-121.3542"
"San Diego County, CA",US,32.7157,-117.1611,1/22/20,0,"32.7157,-117.1611"
"San Benito, CA",US,36.5761,-120.9876,1/22/20,0,"36.5761,-120.9876"
"Los Angeles, CA",US,34.0522,-118.2437,1/22/20,0,"34.0522,-118.2437"
"King County, WA",US,47.6062,-122.3321,1/22/20,1,"47.6062,-122.3321"
"Cook County, IL",US,41.7377,-87.6976,1/22/20,0,"41.7377,-87.6976"
"Skagit, WA",US,48.4242,-121.7114,1/22/20,0,"48.4242,-121.7114"
"Thurston, WA",US,46.8646,-122.7696,1/22/20,0,"46.8646,-122.7696"
"Island, WA",US,48.1976,-122.5795,1/22/20,0,"48.1976,-122.5795"
"Whatcom, WA",US,48.8787,-121.9719,1/22/20,0,"48.8787,-121.9719"
"Marin, CA",US,38.0834,-122.7633,1/22/20,0,"38.0834,-122.7633"
"Calaveras, CA",US,38.196,-120.6805,1/22/20,0,"38.196,-120.6805"
"Stanislaus, CA",US,37.5091,-120.9876,1/22/20,0,"37.5091,-120.9876"
"San Joaquin, CA",US,36.6066,-120.189,1/22/20,0,"36.6066,-120.189"
"Essex, MA",US,42.632,-70.7829,1/22/20,0,"42.632,-70.7829"
"Charlton, GA",US,30.7917,-82.0843,1/22/20,0,"30.7917,-82.0843"
"Collier, FL",US,26.07,-81.4279,1/22/20,0,"26.07,-81.4279"
"Pinellas, FL",US,27.8764,-82.7779,1/22/20,0,"27.8764,-82.7779"
"Alachua, FL",US,29.7938,-82.4944,1/22/20,0,"29.7938,-82.4944"
"Nassau, FL",US,30.5927,-81.8224,1/22/20,0,"30.5927,-81.8224"
"Pasco, FL",US,28.3232,-82.4319,1/22/20,0,"28.3232,-82.4319"
"Dallas, TX",US,32.7767,-96.79700000000001,1/22/20,0,"32.7767,-96.797"
"Tarrant, TX",US,32.7732,-97.3517,1/22/20,0,"32.7732,-97.3517"
"Montgomery, TX",US,30.3883,-95.6963,1/22/20,0,"30.3883,-95.6963"
"Middlesex, NJ",US,40.5726,-74.4927,1/22/20,0,"40.5726,-74.4927"
"Jefferson, CO",US,39.58,-105.2663,1/22/20,0,"39.58,-105.2663"
"Multnomah, OR",US,45.5146,-122.5863,1/22/20,0,"45.5146,-122.5863"
"Polk, OR",US,44.9267,-123.4919,1/22/20,0,"44.9267,-123.4919"
"Deschutes, OR",US,43.8325,-121.2617,1/22/20,0,"43.8325,-121.2617"
"McHenry, IL",US,42.3334,-88.2668,1/22/20,0,"42.3334,-88.2668"
"Lake, IL",US,42.3689,-87.8272,1/22/20,0,"42.3689,-87.8272"
"Bucks, PA",US,40.4108,-75.2479,1/22/20,0,"40.4108,-75.2479"
"Hanover, VA",US,37.7772,-77.5161,1/22/20,0,"37.7772,-77.5161"
"Lancaster, SC",US,34.7253,-80.6771,1/22/20,0,"34.7253,-80.6771"
"Sullivan, TN",US,36.4933,-82.3452,1/22/20,0,"36.4933,-82.3452"
"Johnson, IN",US,39.4638,-86.1345,1/22/20,0,"39.4638,-86.1345"
"Howard, IN",US,40.4483,-86.1345,1/22/20,0,"40.4483,-86.1345"
"St. Joseph, IN",US,41.6228,-86.3377,1/22/20,0,"41.6228,-86.3377"
"Knox, NE",US,42.6712,-97.8722,1/22/20,0,"42.6712,-97.8722"
"Stark, OH",US,40.8685,-81.2519,1/22/20,0,"40.8685,-81.2519"
"Anoka, MN",US,45.3293,-93.2197,1/22/20,0,"45.3293,-93.2197"
"Olmsted, MN",US,43.9952,-92.3814,1/22/20,0,"43.9952,-92.3814"
"Summit, UT",US,40.8298,-110.9984,1/22/20,0,"40.8298,-110.9984"
"Fairfield, CT",US,41.256,-73.3709,1/22/20,0,"41.256,-73.3709"
"Litchfield, CT",US,41.7866,-73.2765,1/22/20,0,"41.7866,-73.2765"
"Orleans, LA",US,29.9511,-90.0715,1/22/20,0,"29.9511,-90.0715"
"Pennington, SD",US,43.8901,-102.2548,1/22/20,0,"43.8901,-102.2548"
"Beadle, SD",US,44.4797,-98.2213,1/22/20,0,"44.4797,-98.2213"
"Charles Mix, SD",US,43.0985,-98.3965,1/22/20,0,"43.0985,-98.3965"
"Davison, SD",US,43.7242,-98.2213,1/22/20,0,"43.7242,-98.2213"
"Minnehaha, SD",US,43.6632,-96.8351,1/22/20,0,"43.6632,-96.8351"
"Bon Homme, SD",US,42.9815,-97.8722,1/22/20,0,"42.9815,-97.8722"
"Socorro, NM",US,33.8837,-106.7235,1/22/20,0,"33.8837,-106.7235"
"Bernalillo, NM",US,35.0178,-106.6291,1/22/20,0,"35.0178,-106.6291"
"Oakland, MI",US,42.5922,-83.3362,1/22/20,0,"42.5922,-83.3362"
"Wayne, MI",US,42.2791,-83.3362,1/22/20,0,"42.2791,-83.3362"
"New Castle, DE",US,39.5393,-75.6674,1/22/20,0,"39.5393,-75.6674"
Cuba,Cuba,22.0,-80.0,1/22/20,0,"22.0,-80.0"
Guyana,Guyana,5.0,-58.75,1/22/20,0,"5.0,-58.75"
Australian Capital Territory,Australia,-35.4735,149.0124,1/22/20,0,"-35.4735,149.0124"
United Kingdom,United Kingdom,55.3781,-3.4360000000000004,1/22/20,0,"55.3781,-3.436"
Kazakhstan,Kazakhstan,48.0196,66.9237,1/22/20,0,"48.0196,66.9237"
French Polynesia,France,-17.6797,149.4068,1/22/20,0,"-17.6797,149.4068"
Cayman Islands,Cayman Islands,19.3133,-81.2546,1/22/20,0,"19.3133,-81.2546"
Guadeloupe,Guadeloupe,16.265,-61.551,1/22/20,0,"16.265,-61.551"
Manitoba,Canada,53.7609,-98.8139,1/22/20,0,"53.7609,-98.8139"
Saskatchewan,Canada,52.9399,-106.4509,1/22/20,0,"52.9399,-106.4509"
Ethiopia,Ethiopia,9.145,40.4897,1/22/20,0,"9.145,40.4897"
Sudan,Sudan,12.8628,30.2176,1/22/20,0,"12.8628,30.2176"
Guinea,Guinea,9.9456,-9.6966,1/22/20,0,"9.9456,-9.6966"
Aruba,Aruba,12.5211,-69.9683,1/22/20,0,"12.5211,-69.9683"
Grand Princess,Canada,37.6489,-122.6655,1/22/20,0,"37.6489,-122.6655"
Kenya,Kenya,-0.0236,37.9062,1/22/20,0,"-0.0236,37.9062"
Antigua and Barbuda,Antigua and Barbuda,17.0608,-61.7964,1/22/20,0,"17.0608,-61.7964"
Alabama,US,32.3182,-86.9023,1/22/20,0,"32.3182,-86.9023"
Uruguay,Uruguay,-32.5228,-55.7658,1/22/20,0,"-32.5228,-55.7658"
Ghana,Ghana,7.9465,-1.0232,1/22/20,0,"7.9465,-1.0232"
Puerto Rico,US,18.2208,-66.5901,1/22/20,0,"18.2208,-66.5901"
Jersey,Jersey,49.19,-2.11,1/22/20,0,"49.19,-2.11"
Namibia,Namibia,-22.9576,18.4904,1/22/20,0,"-22.9576,18.4904"
Seychelles,Seychelles,-4.6796,55.492,1/22/20,0,"-4.6796,55.492"
Trinidad and Tobago,Trinidad and Tobago,10.6918,-61.2225,1/22/20,0,"10.6918,-61.2225"
Venezuela,Venezuela,6.4238,-66.5897,1/22/20,0,"6.4238,-66.5897"
Curacao,Curacao,12.1696,-68.99,1/22/20,0,"12.1696,-68.99"
Eswatini,Eswatini,-26.5225,31.4659,1/22/20,0,"-26.5225,31.4659"
Gabon,Gabon,-0.8037,11.6094,1/22/20,0,"-0.8037,11.6094"
Guatemala,Guatemala,15.7835,-90.2308,1/22/20,0,"15.7835,-90.2308"
Guernsey,Guernsey,49.45,-2.58,1/22/20,0,"49.45,-2.58"
Mauritania,Mauritania,21.0079,10.9408,1/22/20,0,"21.0079,10.9408"
Rwanda,Rwanda,-1.9403,29.8739,1/22/20,0,"-1.9403,29.8739"
Saint Lucia,Saint Lucia,13.9094,-60.9789,1/22/20,0,"13.9094,-60.9789"
Saint Vincent and the Grenadines,Saint Vincent and the Grenadines,12.9843,-61.2872,1/22/20,0,"12.9843,-61.2872"
Suriname,Suriname,3.9193,-56.0278,1/22/20,0,"3.9193,-56.0278"
"Virgin Islands, U.S.",US,18.3358,-64.8963,1/22/20,0,"18.3358,-64.8963"
occupied Palestinian territory,occupied Palestinian territory,31.9522,35.2332,1/22/20,0,"31.9522,35.2332"
French Guiana,France,3.9339,-53.1258,1/22/20,0,"3.9339,-53.1258"
Guam,US,13.4443,144.7937,1/22/20,0,"13.4443,144.7937"
Kosovo,Kosovo,42.6026,20.903000000000002,1/22/20,0,"42.6026,20.903"
Newfoundland and Labrador,Canada,53.1355,-57.6604,1/22/20,0,"53.1355,-57.6604"
Prince Edward Island,Canada,46.5107,-63.4168,1/22/20,0,"46.5107,-63.4168"
Central African Republic,Central African Republic,6.6111,20.9394,1/22/20,0,"6.6111,20.9394"
Congo (Brazzaville),Congo (Brazzaville),-4.0383,21.7587,1/22/20,0,"-4.0383,21.7587"
Equatorial Guinea,Equatorial Guinea,1.5,10.0,1/22/20,0,"1.5,10.0"
Mayotte,France,-12.8275,45.1662,1/22/20,0,"-12.8275,45.1662"
Uzbekistan,Uzbekistan,41.3775,64.5853,1/22/20,0,"41.3775,64.5853"
Thailand,Thailand,15.0,101.0,1/23/20,3,"15.0,101.0"
Japan,Japan,36.0,138.0,1/23/20,1,"36.0,138.0"
Singapore,Singapore,1.2833,103.8333,1/23/20,1,"1.2833,103.8333"
Nepal,Nepal,28.1667,84.25,1/23/20,0,"28.1667,84.25"
Malaysia,Malaysia,2.5,112.5,1/23/20,0,"2.5,112.5"
British Columbia,Canada,49.2827,-123.1207,1/23/20,0,"49.2827,-123.1207"
New South Wales,Australia,-33.8688,151.2093,1/23/20,0,"-33.8688,151.2093"
Victoria,Australia,-37.8136,144.9631,1/23/20,0,"-37.8136,144.9631"
Queensland,Australia,-28.0167,153.4,1/23/20,0,"-28.0167,153.4"
Cambodia,Cambodia,11.55,104.9167,1/23/20,0,"11.55,104.9167"
Sri Lanka,Sri Lanka,7.0,81.0,1/23/20,0,"7.0,81.0"
Germany,Germany,51.0,9.0,1/23/20,0,"51.0,9.0"
Finland,Finland,64.0,26.0,1/23/20,0,"64.0,26.0"
United Arab Emirates,United Arab Emirates,24.0,54.0,1/23/20,0,"24.0,54.0"
Philippines,Philippines,13.0,122.0,1/23/20,0,"13.0,122.0"
India,India,21.0,78.0,1/23/20,0,"21.0,78.0"
Italy,Italy,43.0,12.0,1/23/20,0,"43.0,12.0"
Sweden,Sweden,63.0,16.0,1/23/20,0,"63.0,16.0"
Spain,Spain,40.0,-4.0,1/23/20,0,"40.0,-4.0"
South Australia,Australia,-34.9285,138.6007,1/23/20,0,"-34.9285,138.6007"
Belgium,Belgium,50.8333,4.0,1/23/20,0,"50.8333,4.0"
Egypt,Egypt,26.0,30.0,1/23/20,0,"26.0,30.0"
From Diamond Princess,Australia,35.4437,139.638,1/23/20,0,"35.4437,139.638"
Lebanon,Lebanon,33.8547,35.8623,1/23/20,0,"33.8547,35.8623"
Iraq,Iraq,33.0,44.0,1/23/20,0,"33.0,44.0"
Oman,Oman,21.0,57.0,1/23/20,0,"21.0,57.0"
Afghanistan,Afghanistan,33.0,65.0,1/23/20,0,"33.0,65.0"
Bahrain,Bahrain,26.0275,50.55,1/23/20,0,"26.0275,50.55"
Kuwait,Kuwait,29.5,47.75,1/23/20,0,"29.5,47.75"
Algeria,Algeria,28.0339,1.6596,1/23/20,0,"28.0339,1.6596"
Croatia,Croatia,45.1,15.2,1/23/20,0,"45.1,15.2"
Switzerland,Switzerland,46.8182,8.2275,1/23/20,0,"46.8182,8.2275"
Austria,Austria,47.5162,14.5501,1/23/20,0,"47.5162,14.5501"
Israel,Israel,31.0,35.0,1/23/20,0,"31.0,35.0"
Pakistan,Pakistan,30.3753,69.3451,1/23/20,0,"30.3753,69.3451"
Brazil,Brazil,-14.235,-51.9253,1/23/20,0,"-14.235,-51.9253"
Georgia,Georgia,42.3154,43.3569,1/23/20,0,"42.3154,43.3569"
Greece,Greece,39.0742,21.8243,1/23/20,0,"39.0742,21.8243"
North Macedonia,North Macedonia,41.6086,21.7453,1/23/20,0,"41.6086,21.7453"
Norway,Norway,60.472,8.4689,1/23/20,0,"60.472,8.4689"
Romania,Romania,45.9432,24.9668,1/23/20,0,"45.9432,24.9668"
Estonia,Estonia,58.5953,25.0136,1/23/20,0,"58.5953,25.0136"
Netherlands,Netherlands,52.1326,5.2913,1/23/20,0,"52.1326,5.2913"
San Marino,San Marino,43.9424,12.4578,1/23/20,0,"43.9424,12.4578"
Belarus,Belarus,53.7098,27.9534,1/23/20,0,"53.7098,27.9534"
Iceland,Iceland,64.9631,-19.0208,1/23/20,0,"64.9631,-19.0208"
Lithuania,Lithuania,55.1694,23.8813,1/23/20,0,"55.1694,23.8813"
Mexico,Mexico,23.6345,-102.5528,1/23/20,0,"23.6345,-102.5528"
New Zealand,New Zealand,-40.9006,174.886,1/23/20,0,"-40.9006,174.886"
Nigeria,Nigeria,9.082,8.6753,1/23/20,0,"9.082,8.6753"
Western Australia,Australia,-31.9505,115.8605,1/23/20,0,"-31.9505,115.8605"
Ireland,Ireland,53.1424,-7.6921,1/23/20,0,"53.1424,-7.6921"
Luxembourg,Luxembourg,49.8153,6.1296,1/23/20,0,"49.8153,6.1296"
Monaco,Monaco,43.7333,7.4167,1/23/20,0,"43.7333,7.4167"
Qatar,Qatar,25.3548,51.1839,1/23/20,0,"25.3548,51.1839"
Ecuador,Ecuador,-1.8312,-78.1834,1/23/20,0,"-1.8312,-78.1834"
Azerbaijan,Azerbaijan,40.1431,47.5769,1/23/20,0,"40.1431,47.5769"
Armenia,Armenia,40.0691,45.0382,1/23/20,0,"40.0691,45.0382"
Dominican Republic,Dominican Republic,18.7357,-70.1627,1/23/20,0,"18.7357,-70.1627"
Indonesia,Indonesia,-0.7893,113.9213,1/23/20,0,"-0.7893,113.9213"
Portugal,Portugal,39.3999,-8.2245,1/23/20,0,"39.3999,-8.2245"
Andorra,Andorra,42.5063,1.5218,1/23/20,0,"42.5063,1.5218"
Tasmania,Australia,-41.4545,145.9707,1/23/20,0,"-41.4545,145.9707"
Latvia,Latvia,56.8796,24.6032,1/23/20,0,"56.8796,24.6032"
Morocco,Morocco,31.7917,-7.0926,1/23/20,0,"31.7917,-7.0926"
Saudi Arabia,Saudi Arabia,24.0,45.0,1/23/20,0,"24.0,45.0"
Senegal,Senegal,14.4974,-14.4524,1/23/20,0,"14.4974,-14.4524"
Argentina,Argentina,-38.4161,-63.6167,1/23/20,0,"-38.4161,-63.6167"
Chile,Chile,-35.6751,-71.543,1/23/20,0,"-35.6751,-71.543"
Jordan,Jordan,31.24,36.51,1/23/20,0,"31.24,36.51"
Ukraine,Ukraine,48.3794,31.1656,1/23/20,0,"48.3794,31.1656"
Hungary,Hungary,47.1625,19.5033,1/23/20,0,"47.1625,19.5033"
Northern Territory,Australia,-12.4634,130.8456,1/23/20,0,"-12.4634,130.8456"
Liechtenstein,Liechtenstein,47.14,9.55,1/23/20,0,"47.14,9.55"
Poland,Poland,51.9194,19.1451,1/23/20,0,"51.9194,19.1451"
Tunisia,Tunisia,34.0,9.0,1/23/20,0,"34.0,9.0"
Bosnia and Herzegovina,Bosnia and Herzegovina,43.9159,17.6791,1/23/20,0,"43.9159,17.6791"
Slovenia,Slovenia,46.1512,14.9955,1/23/20,0,"46.1512,14.9955"
South Africa,South Africa,-30.5595,22.9375,1/23/20,0,"-30.5595,22.9375"
Bhutan,Bhutan,27.5142,90.4336,1/23/20,0,"27.5142,90.4336"
Cameroon,Cameroon,3.8480000000000003,11.5021,1/23/20,0,"3.848,11.5021"
Colombia,Colombia,4.5709,-74.2973,1/23/20,0,"4.5709,-74.2973"
Costa Rica,Costa Rica,9.7489,-83.7534,1/23/20,0,"9.7489,-83.7534"
Peru,Peru,-9.19,-75.0152,1/23/20,0,"-9.19,-75.0152"
Serbia,Serbia,44.0165,21.0059,1/23/20,0,"44.0165,21.0059"
Slovakia,Slovakia,48.669,19.699,1/23/20,0,"48.669,19.699"
Togo,Togo,8.6195,0.8248,1/23/20,0,"8.6195,0.8248"
Malta,Malta,35.9375,14.3754,1/23/20,0,"35.9375,14.3754"
Martinique,Martinique,14.6415,-61.0242,1/23/20,0,"14.6415,-61.0242"
Bulgaria,Bulgaria,42.7339,25.4858,1/23/20,0,"42.7339,25.4858"
Maldives,Maldives,3.2028,73.2207,1/23/20,0,"3.2028,73.2207"
Bangladesh,Bangladesh,23.685,90.3563,1/23/20,0,"23.685,90.3563"
Paraguay,Paraguay,-23.4425,-58.4438,1/23/20,0,"-23.4425,-58.4438"
Ontario,Canada,51.2538,-85.3232,1/23/20,0,"51.2538,-85.3232"
Alberta,Canada,53.9333,-116.5765,1/23/20,0,"53.9333,-116.5765"
Quebec,Canada,52.9399,-73.5491,1/23/20,0,"52.9399,-73.5491"
Albania,Albania,41.1533,20.1683,1/23/20,0,"41.1533,20.1683"
Cyprus,Cyprus,35.1264,33.4299,1/23/20,0,"35.1264,33.4299"
Brunei,Brunei,4.5353,114.7277,1/23/20,0,"4.5353,114.7277"
Washington,US,47.4009,-121.4905,1/23/20,0,"47.4009,-121.4905"
New York,US,42.1657,-74.9481,1/23/20,0,"42.1657,-74.9481"
California,US,36.1162,-119.6816,1/23/20,0,"36.1162,-119.6816"
Massachusetts,US,42.2302,-71.5301,1/23/20,0,"42.2302,-71.5301"
Diamond Princess,US,35.4437,139.638,1/23/20,0,"35.4437,139.638"
Grand Princess,US,37.6489,-122.6655,1/23/20,0,"37.6489,-122.6655"
Georgia,US,33.0406,-83.6431,1/23/20,0,"33.0406,-83.6431"
Colorado,US,39.0598,-105.3111,1/23/20,0,"39.0598,-105.3111"
Florida,US,27.7663,-81.6868,1/23/20,0,"27.7663,-81.6868"
New Jersey,US,40.2989,-74.521,1/23/20,0,"40.2989,-74.521"
Oregon,US,44.571999999999996,-122.0709,1/23/20,0,"44.572,-122.0709"
Texas,US,31.0545,-97.5635,1/23/20,0,"31.0545,-97.5635"
Illinois,US,40.3495,-88.9861,1/23/20,0,"40.3495,-88.9861"
Pennsylvania,US,40.5908,-77.2098,1/23/20,0,"40.5908,-77.2098"
Iowa,US,42.0115,-93.2105,1/23/20,0,"42.0115,-93.2105"
Maryland,US,39.0639,-76.8021,1/23/20,0,"39.0639,-76.8021"
North Carolina,US,35.6301,-79.8064,1/23/20,0,"35.6301,-79.8064"
South Carolina,US,33.8569,-80.945,1/23/20,0,"33.8569,-80.945"
Tennessee,US,35.7478,-86.6923,1/23/20,0,"35.7478,-86.6923"
Virginia,US,37.7693,-78.17,1/23/20,0,"37.7693,-78.17"
Arizona,US,33.7298,-111.4312,1/23/20,0,"33.7298,-111.4312"
Indiana,US,39.8494,-86.2583,1/23/20,0,"39.8494,-86.2583"
Kentucky,US,37.6681,-84.6701,1/23/20,0,"37.6681,-84.6701"
District of Columbia,US,38.8974,-77.0268,1/23/20,0,"38.8974,-77.0268"
Nevada,US,38.3135,-117.0554,1/23/20,0,"38.3135,-117.0554"
New Hampshire,US,43.4525,-71.5639,1/23/20,0,"43.4525,-71.5639"
Minnesota,US,45.6945,-93.9002,1/23/20,0,"45.6945,-93.9002"
Nebraska,US,41.1254,-98.2681,1/23/20,0,"41.1254,-98.2681"
Ohio,US,40.3888,-82.7649,1/23/20,0,"40.3888,-82.7649"
Rhode Island,US,41.6809,-71.5118,1/23/20,0,"41.6809,-71.5118"
Wisconsin,US,44.2685,-89.6165,1/23/20,0,"44.2685,-89.6165"
Connecticut,US,41.5978,-72.7554,1/23/20,0,"41.5978,-72.7554"
Hawaii,US,21.0943,-157.4983,1/23/20,0,"21.0943,-157.4983"
Oklahoma,US,35.5653,-96.9289,1/23/20,0,"35.5653,-96.9289"
Utah,US,40.15,-111.8624,1/23/20,0,"40.15,-111.8624"
Burkina Faso,Burkina Faso,12.2383,-1.5616,1/23/20,0,"12.2383,-1.5616"
Holy See,Holy See,41.9029,12.4534,1/23/20,0,"41.9029,12.4534"
Mongolia,Mongolia,46.8625,103.8467,1/23/20,0,"46.8625,103.8467"
Panama,Panama,8.538,-80.7821,1/23/20,0,"8.538,-80.7821"
Kansas,US,38.5266,-96.7265,1/23/20,0,"38.5266,-96.7265"
Louisiana,US,31.1695,-91.8678,1/23/20,0,"31.1695,-91.8678"
Missouri,US,38.4561,-92.2884,1/23/20,0,"38.4561,-92.2884"
Vermont,US,44.0459,-72.7107,1/23/20,0,"44.0459,-72.7107"
Alaska,US,61.3707,-152.4044,1/23/20,0,"61.3707,-152.4044"
Arkansas,US,34.9697,-92.3731,1/23/20,0,"34.9697,-92.3731"
Delaware,US,39.3185,-75.5071,1/23/20,0,"39.3185,-75.5071"
Idaho,US,44.2405,-114.4788,1/23/20,0,"44.2405,-114.4788"
Maine,US,44.6939,-69.3819,1/23/20,0,"44.6939,-69.3819"
Michigan,US,43.3266,-84.5361,1/23/20,0,"43.3266,-84.5361"
Mississippi,US,32.7416,-89.6787,1/23/20,0,"32.7416,-89.6787"
Montana,US,46.9219,-110.4544,1/23/20,0,"46.9219,-110.4544"
New Mexico,US,34.8405,-106.2485,1/23/20,0,"34.8405,-106.2485"
North Dakota,US,47.5289,-99.78399999999999,1/23/20,0,"47.5289,-99.784"
South Dakota,US,44.2998,-99.4388,1/23/20,0,"44.2998,-99.4388"
West Virginia,US,38.4912,-80.9545,1/23/20,0,"38.4912,-80.9545"
Wyoming,US,42.756,-107.3025,1/23/20,0,"42.756,-107.3025"
Hubei,China,30.9756,112.2707,1/23/20,444,"30.9756,112.2707"
Iran,Iran,32.0,53.0,1/23/20,0,"32.0,53.0"
"Korea, South","Korea, South",36.0,128.0,1/23/20,1,"36.0,128.0"
France,France,46.2276,2.2137,1/23/20,0,"46.2276,2.2137"
Guangdong,China,23.3417,113.4244,1/23/20,32,"23.3417,113.4244"
Henan,China,33.882,113.61399999999999,1/23/20,5,"33.882,113.614"
Zhejiang,China,29.1832,120.0934,1/23/20,27,"29.1832,120.0934"
Hunan,China,27.6104,111.7088,1/23/20,9,"27.6104,111.7088"
Anhui,China,31.8257,117.2264,1/23/20,9,"31.8257,117.2264"
Jiangxi,China,27.614,115.7221,1/23/20,7,"27.614,115.7221"
Shandong,China,36.3427,118.1498,1/23/20,6,"36.3427,118.1498"
Diamond Princess,Cruise Ship,35.4437,139.638,1/23/20,0,"35.4437,139.638"
Jiangsu,China,32.9711,119.455,1/23/20,5,"32.9711,119.455"
Chongqing,China,30.0572,107.874,1/23/20,9,"30.0572,107.874"
Sichuan,China,30.6171,102.7103,1/23/20,8,"30.6171,102.7103"
Heilongjiang,China,47.861999999999995,127.7615,1/23/20,2,"47.862,127.7615"
Denmark,Denmark,56.2639,9.5018,1/23/20,0,"56.2639,9.5018"
Beijing,China,40.1824,116.4142,1/23/20,22,"40.1824,116.4142"
Shanghai,China,31.201999999999998,121.4491,1/23/20,16,"31.202,121.4491"
Hebei,China,39.549,116.1306,1/23/20,1,"39.549,116.1306"
Fujian,China,26.0789,117.9874,1/23/20,5,"26.0789,117.9874"
Guangxi,China,23.8298,108.7881,1/23/20,5,"23.8298,108.7881"
Shaanxi,China,35.1917,108.8701,1/23/20,3,"35.1917,108.8701"
Yunnan,China,24.974,101.48700000000001,1/23/20,2,"24.974,101.487"
Hainan,China,19.1959,109.7453,1/23/20,5,"19.1959,109.7453"
Guizhou,China,26.8154,106.8748,1/23/20,3,"26.8154,106.8748"
Tianjin,China,39.3054,117.323,1/23/20,4,"39.3054,117.323"
Shanxi,China,37.5777,112.2922,1/23/20,1,"37.5777,112.2922"
Gansu,China,37.8099,101.0583,1/23/20,2,"37.8099,101.0583"
Hong Kong,China,22.3,114.2,1/23/20,2,"22.3,114.2"
Liaoning,China,41.2956,122.6085,1/23/20,3,"41.2956,122.6085"
Jilin,China,43.6661,126.1923,1/23/20,1,"43.6661,126.1923"
Czechia,Czechia,49.8175,15.472999999999999,1/23/20,0,"49.8175,15.473"
Xinjiang,China,41.1129,85.2401,1/23/20,2,"41.1129,85.2401"
Inner Mongolia,China,44.0935,113.9448,1/23/20,0,"44.0935,113.9448"
Ningxia,China,37.2692,106.1655,1/23/20,1,"37.2692,106.1655"
Taiwan*,Taiwan*,23.7,121.0,1/23/20,1,"23.7,121.0"
Vietnam,Vietnam,16.0,108.0,1/23/20,2,"16.0,108.0"
Russia,Russia,60.0,90.0,1/23/20,0,"60.0,90.0"
Qinghai,China,35.7452,95.9956,1/23/20,0,"35.7452,95.9956"
Macau,China,22.1667,113.55,1/23/20,2,"22.1667,113.55"
Moldova,Moldova,47.4116,28.3699,1/23/20,0,"47.4116,28.3699"
Bolivia,Bolivia,-16.2902,-63.5887,1/23/20,0,"-16.2902,-63.5887"
Faroe Islands,Denmark,61.8926,-6.9118,1/23/20,0,"61.8926,-6.9118"
St Martin,France,18.0708,-63.0501,1/23/20,0,"18.0708,-63.0501"
Honduras,Honduras,15.2,-86.2419,1/23/20,0,"15.2,-86.2419"
Channel Islands,United Kingdom,49.3723,-2.3644,1/23/20,0,"49.3723,-2.3644"
New Brunswick,Canada,46.5653,-66.4619,1/23/20,0,"46.5653,-66.4619"
Tibet,China,31.6927,88.0924,1/23/20,0,"31.6927,88.0924"
Congo (Kinshasa),Congo (Kinshasa),-4.0383,21.7587,1/23/20,0,"-4.0383,21.7587"
Cote d'Ivoire,Cote d'Ivoire,7.54,-5.5471,1/23/20,0,"7.54,-5.5471"
Saint Barthelemy,France,17.9,-62.8333,1/23/20,0,"17.9,-62.8333"
Jamaica,Jamaica,18.1096,-77.2975,1/23/20,0,"18.1096,-77.2975"
Reunion,Reunion,-21.1151,55.5364,1/23/20,0,"-21.1151,55.5364"
Turkey,Turkey,38.9637,35.2433,1/23/20,0,"38.9637,35.2433"
Gibraltar,United Kingdom,36.1408,-5.3536,1/23/20,0,"36.1408,-5.3536"
"Kitsap, WA",US,47.6477,-122.6413,1/23/20,0,"47.6477,-122.6413"
"Solano, CA",US,38.3105,-121.9018,1/23/20,0,"38.3105,-121.9018"
"Santa Cruz, CA",US,37.0454,-121.958,1/23/20,0,"37.0454,-121.958"
"Napa, CA",US,38.5025,-122.2654,1/23/20,0,"38.5025,-122.2654"
"Ventura, CA",US,34.3705,-119.1391,1/23/20,0,"34.3705,-119.1391"
"Worcester, MA",US,42.4097,-71.8571,1/23/20,0,"42.4097,-71.8571"
"Gwinnett, GA",US,33.9191,-84.0167,1/23/20,0,"33.9191,-84.0167"
"DeKalb, GA",US,33.7956,-84.2279,1/23/20,0,"33.7956,-84.2279"
"Floyd, GA",US,37.5455,-82.7779,1/23/20,0,"37.5455,-82.7779"
"Fayette, GA",US,33.4502,-84.4803,1/23/20,0,"33.4502,-84.4803"
"Gregg, TX",US,32.4893,-94.8521,1/23/20,0,"32.4893,-94.8521"
"Monmouth, NJ",US,40.2589,-74.124,1/23/20,0,"40.2589,-74.124"
"Burlington, NJ",US,40.0712,-74.8649,1/23/20,0,"40.0712,-74.8649"
"Camden, NJ",US,39.9259,-75.1196,1/23/20,0,"39.9259,-75.1196"
"Passaic, NJ",US,40.8568,-74.1285,1/23/20,0,"40.8568,-74.1285"
